,label,watts
4314,Ceiling Fans & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2689.2
15051,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1699.3
18006,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2771.5
8076,Ceiling Fans & LED Bulbs & Iron & LED TV & Microwave Oven,2214.4
39084,LED Bulbs & Washing Machine & LED TV & Microwave Oven,1442.1
39143,LED Bulbs & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1563.6
22266,Ceiling Fans & LED Tube Light & Washing Machine & Microwave Oven,1509.8
3515,Ceiling Fans & Iron & LED TV & Microwave Oven,2201.3
35915,LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1174.7
28390,LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1399.5
5767,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1758.5
42212,LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,694.5
29805,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1375.4
32788,LED Bulbs & LED Tube Light & Conventional Fridge,207.1
41156,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2645.5
21770,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,628.8
41067,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1768.3
11346,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,514.8
34776,LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven,1208.5
21832,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,634.9
2682,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1725.6
35193,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,642.3
3055,Ceiling Fans & Inverter Deep Freezer,243.8
38572,LED Bulbs & Microwave Oven,1015.5
863,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven,2315.5
12582,Ceiling Fans & LED Bulbs & LED Tube Light & Iron,1167.5
33639,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2354.6
9404,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1311.8
35325,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1638.2
39849,LED Tube Light,21.8
22480,Ceiling Fans & Microwave Oven & Inverter Deep Freezer,1242.6
6928,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,803.7
2466,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV,729.0
20600,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1584.5
25702,Conventional Fridge & Washing Machine & LED TV,605.9
23487,Conventional Fridge & Iron,1199.0
5375,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven,2331.3
20014,Ceiling Fans & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1345.1
1439,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2753.0
18095,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2894.3
13222,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2290.2
21173,Ceiling Fans & LED Tube Light & LED TV,199.7
40895,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1707.3
40507,LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2399.7
25046,Conventional Fridge & LED TV & Inverter Deep Freezer,360.8
45925,Washing Machine,371.7
32500,LED Bulbs & LED TV & Microwave Oven,1070.6
20641,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1591.1
13665,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven,2598.4
41182,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2648.6
35904,LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1173.6
27009,Iron & Microwave Oven & Inverter Deep Freezer,2145.9
23466,Conventional Fridge & Inverter Deep Freezer,306.5
11977,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,761.2
2673,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1726.5
28484,LED Bulbs & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2394.8
29613,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,371.1
31036,LED Bulbs & Iron & LED TV,1091.4
23489,Conventional Fridge & Iron,1198.8
43048,LED Tube Light & Iron & LED TV,1097.4
46060,Washing Machine & LED TV,428.5
19995,Ceiling Fans & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1343.2
46382,Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1554.9
37550,LED Bulbs & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1214.4
36232,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2231.5
23450,Conventional Fridge & Inverter Deep Freezer,304.9
337,Ceiling Fans & Conventional Fridge & Iron,1322.0
36627,LED Bulbs & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1543.1
20388,Ceiling Fans & LED Tube Light & Iron & Washing Machine,1527.5
1942,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven,1356.8
27068,Iron & Washing Machine,1385.8
1913,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven,1359.7
13898,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven,2542.2
8915,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2709.4
7771,Ceiling Fans & LED Bulbs & Iron & Inverter Deep Freezer,1271.3
23401,Conventional Fridge & Inverter Deep Freezer,301.5
21682,Ceiling Fans & LED Tube Light & Washing Machine,505.5
23645,Conventional Fridge & Iron & Inverter Deep Freezer,1326.2
33902,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1660.6
32539,LED Bulbs & LED TV & Microwave Oven,1072.8
16417,Ceiling Fans & LED TV & Microwave Oven,1176.2
23221,Ceiling Fans & Washing Machine & Microwave Oven & Inverter Deep Freezer,1611.3
40684,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2340.2
1076,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1693.1
29006,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1644.4
29811,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1376.0
5399,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven,2328.9
14263,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1212.3
36504,LED Bulbs & LED Tube Light & Iron & Washing Machine,1418.6
16267,Ceiling Fans & LED TV,182.5
45263,LED Tube Light & Washing Machine & LED TV & Microwave Oven,1444.3
33357,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2290.7
37221,LED Bulbs & LED Tube Light & LED TV,89.7
8271,Ceiling Fans & LED Bulbs & Iron & Microwave Oven,2155.7
40654,LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2220.4
7897,Ceiling Fans & LED Bulbs & Iron & LED TV,1214.7
3199,Ceiling Fans & Iron & Inverter Deep Freezer,1261.5
38710,LED Bulbs & Washing Machine,378.4
14863,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,699.9
41753,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1261.1
27482,Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2572.9
38843,LED Bulbs & Washing Machine & Inverter Deep Freezer,508.3
3324,Ceiling Fans & Iron & LED TV,1200.4
26279,Inverter Deep Freezer,125.7
10196,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2532.5
30924,LED Bulbs & Iron,1035.1
3743,Ceiling Fans & Iron & Microwave Oven & Inverter Deep Freezer,2261.7
40057,LED Tube Light & Conventional Fridge & Iron,1216.2
45209,LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,573.9
27387,Iron & Washing Machine & LED TV & Inverter Deep Freezer,1577.3
40068,LED Tube Light & Conventional Fridge & Iron,1215.1
28779,LED Bulbs & Conventional Fridge & Iron & Washing Machine,1579.6
27157,Iron & Washing Machine & Inverter Deep Freezer,1509.0
29665,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,375.0
44796,LED Tube Light & Microwave Oven & Inverter Deep Freezer,1138.5
19911,Ceiling Fans & LED Tube Light & Iron & LED TV,1220.9
7440,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven,1684.5
29751,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1256.1
11231,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV,386.1
43163,LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1218.0
997,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2447.3
24760,Conventional Fridge & Iron & Washing Machine & Microwave Oven,2569.1
18676,Ceiling Fans & LED Tube Light & Conventional Fridge & Microwave Oven,1315.8
25774,Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,730.8
7176,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,868.4
2124,Ceiling Fans & Conventional Fridge & Microwave Oven,1296.8
22043,Ceiling Fans & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1565.8
17116,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1520.1
10169,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2412.4
21580,Ceiling Fans & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1259.6
27407,Iron & Washing Machine & LED TV & Microwave Oven,2448.3
32847,LED Bulbs & LED Tube Light & Conventional Fridge,214.3
4561,Ceiling Fans & LED Bulbs,130.8
18715,Ceiling Fans & LED Tube Light & Conventional Fridge & Microwave Oven,1319.6
20890,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2711.7
11025,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2718.5
32695,LED Bulbs & LED Tube Light,27.3
12683,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1289.5
29756,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1252.0
303,Ceiling Fans & Conventional Fridge & Iron,1316.9
20542,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1653.3
25459,Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1305.6
41705,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1255.2
6617,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1497.1
25167,Conventional Fridge & LED TV & Microwave Oven,1240.7
23218,Ceiling Fans & Washing Machine & Microwave Oven & Inverter Deep Freezer,1611.6
16167,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1626.6
37595,LED Bulbs & LED Tube Light & Microwave Oven,1028.7
14037,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV,207.6
14974,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1580.6
43181,LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1221.3
6177,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2705.6
36464,LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2175.0
30496,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1743.8
30649,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven,1564.9
5400,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven,2328.8
39636,LED TV & Microwave Oven,1060.7
29605,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,371.9
27153,Iron & Washing Machine & Inverter Deep Freezer,1509.4
15195,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1524.5
106,Ceiling Fans & Conventional Fridge,298.4
3404,Ceiling Fans & Iron & LED TV & Inverter Deep Freezer,1319.2
16102,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven,1506.2
30215,LED Bulbs & Conventional Fridge & Washing Machine & LED TV,621.6
35084,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,703.5
35378,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1642.6
6387,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,493.2
39064,LED Bulbs & Washing Machine & LED TV & Microwave Oven,1439.4
19455,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1690.8
34296,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2603.6
21348,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven,1199.0
30692,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1682.4
17349,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2522.5
9854,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1470.3
33223,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1412.1
40077,LED Tube Light & Conventional Fridge & Iron,1214.2
23437,Conventional Fridge & Inverter Deep Freezer,303.6
44197,LED Tube Light & Iron & Washing Machine & Microwave Oven,2409.8
29742,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1255.2
45,Ceiling Fans,120.1
9286,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven,1191.5
38538,LED Bulbs & Microwave Oven,1012.1
27289,Iron & Washing Machine & LED TV,1453.6
15304,Ceiling Fans & LED Bulbs & Microwave Oven,1130.3
37818,LED Bulbs & LED Tube Light & Washing Machine,400.9
19441,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1689.4
1778,Ceiling Fans & Conventional Fridge & LED TV,360.5
9910,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1476.8
23924,Conventional Fridge & Iron & LED TV & Microwave Oven,2263.8
3646,Ceiling Fans & Iron & Microwave Oven,2139.3
33268,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1413.9
12211,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1881.2
16557,Ceiling Fans & LED TV & Microwave Oven & Inverter Deep Freezer,1307.2
7865,Ceiling Fans & LED Bulbs & Iron & LED TV,1208.0
37978,LED Bulbs & LED Tube Light & Washing Machine & LED TV,456.8
24911,Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2695.4
10216,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2530.5
17910,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1894.0
18240,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2826.9
13580,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1720.8
16995,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1463.5
8052,Ceiling Fans & LED Bulbs & Iron & LED TV & Microwave Oven,2207.5
10857,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2777.1
41303,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2774.6
40725,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2341.4
9387,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1313.5
24220,Conventional Fridge & Iron & Washing Machine,1568.5
18414,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,497.7
271,Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,427.5
19325,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1867.6
28489,LED Bulbs & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2394.3
21087,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2653.2
41582,LED Tube Light & Conventional Fridge & LED TV,262.2
16473,Ceiling Fans & LED TV & Microwave Oven & Inverter Deep Freezer,1302.7
3736,Ceiling Fans & Iron & Microwave Oven & Inverter Deep Freezer,2262.4
37733,LED Bulbs & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1154.5
12502,Ceiling Fans & LED Bulbs & LED Tube Light & Inverter Deep Freezer,269.4
639,Ceiling Fans & Conventional Fridge & Iron & LED TV & Microwave Oven,2379.7
17946,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2766.0
35025,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine,583.7
17105,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV,1402.4
22007,Ceiling Fans & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,694.2
32675,LED Bulbs & LED Tube Light,29.3
1080,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1693.5
22058,Ceiling Fans & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1564.3
41642,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,382.1
3212,Ceiling Fans & Iron & Inverter Deep Freezer,1260.2
43123,LED Tube Light & Iron & LED TV,1101.6
21494,Ceiling Fans & LED Tube Light & Microwave Oven,1136.1
15330,Ceiling Fans & LED Bulbs & Microwave Oven,1127.7
42605,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1566.2
28440,LED Bulbs & Conventional Fridge & Iron & LED TV & Microwave Oven,2272.4
42260,LED Tube Light & Conventional Fridge & Washing Machine & LED TV,624.3
12439,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1824.9
11464,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1394.5
5965,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2762.6
11584,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven,1327.2
44684,LED Tube Light & Microwave Oven,1017.6
8254,Ceiling Fans & LED Bulbs & Iron & Microwave Oven,2154.0
37287,LED Bulbs & LED Tube Light & LED TV,92.4
37232,LED Bulbs & LED Tube Light & LED TV,88.6
1019,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1688.1
4096,Ceiling Fans & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1692.8
34333,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2720.3
44663,LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1203.9
7711,Ceiling Fans & LED Bulbs & Iron,1154.3
32577,LED Bulbs & LED TV & Microwave Oven,1072.0
26924,Iron & Microwave Oven,2023.5
6792,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1436.4
27640,Iron & Washing Machine & Microwave Oven,2392.3
42395,LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,754.6
45401,LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1574.9
7111,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,863.6
29722,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1253.2
36117,LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1236.7
15779,Ceiling Fans & LED Bulbs & Washing Machine & LED TV & Inverter Deep Freezer,681.3
31848,LED Bulbs & Iron & Washing Machine & LED TV,1466.5
2395,Ceiling Fans & Conventional Fridge & Washing Machine & Inverter Deep Freezer,790.0
23660,Conventional Fridge & Iron & LED TV,1259.9
35226,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,762.0
36259,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2228.8
37100,LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven,2421.9
26107,Conventional Fridge & Washing Machine & Microwave Oven,1553.7
1780,Ceiling Fans & Conventional Fridge & LED TV,360.7
7463,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1804.8
26014,Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1736.5
23546,Conventional Fridge & Iron,1202.4
19056,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,744.2
45170,LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,567.5
2631,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,856.9
16738,Ceiling Fans & LED Tube Light & Conventional Fridge,322.1
39551,LED TV & Inverter Deep Freezer,184.3
28342,LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1390.8
3591,Ceiling Fans & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2318.7
36999,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2603.9
20289,Ceiling Fans & LED Tube Light & Iron & Microwave Oven,2162.3
39695,LED TV & Microwave Oven & Inverter Deep Freezer,1181.0
43962,LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven,2467.0
8584,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1578.9
886,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven,2322.3
9416,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1310.6
23476,Conventional Fridge & Inverter Deep Freezer,307.5
19192,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,874.8
2056,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1484.0
46149,Washing Machine & LED TV & Inverter Deep Freezer,551.7
28176,LED Bulbs & Conventional Fridge & Iron & Inverter Deep Freezer,1336.3
18688,Ceiling Fans & LED Tube Light & Conventional Fridge & Microwave Oven,1314.6
21309,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven,1196.4
35599,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1701.1
20011,Ceiling Fans & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1344.8
42112,LED Tube Light & Conventional Fridge & Washing Machine,570.6
44930,LED Tube Light & Washing Machine,390.3
641,Ceiling Fans & Conventional Fridge & Iron & LED TV & Microwave Oven,2379.5
25475,Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1307.2
5361,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2518.9
4427,Ceiling Fans & Iron & Washing Machine & Microwave Oven,2511.5
18280,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2834.6
41944,LED Tube Light & Conventional Fridge & Microwave Oven,1202.0
4606,Ceiling Fans & LED Bulbs,133.2
4429,Ceiling Fans & Iron & Washing Machine & Microwave Oven,2511.7
39250,LED Bulbs & Washing Machine & Microwave Oven,1379.0
21801,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,631.8
3774,Ceiling Fans & Iron & Microwave Oven & Inverter Deep Freezer,2258.6
17743,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1835.5
27892,LED Bulbs & Conventional Fridge,192.2
16600,Ceiling Fans & LED Tube Light,134.1
44459,LED Tube Light & LED TV & Inverter Deep Freezer,201.7
39767,LED Tube Light,17.9
11587,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven,1326.9
41193,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2649.7
36287,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2235.5
13054,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2348.8
20605,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1584.0
40746,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2343.5
20138,Ceiling Fans & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2338.2
34383,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2726.2
26898,Iron & Microwave Oven,2020.9
22244,Ceiling Fans & LED Tube Light & Washing Machine & Microwave Oven,1503.9
35718,LED Bulbs & LED Tube Light & Inverter Deep Freezer,153.2
41419,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2709.5
34715,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1388.5
40915,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1712.2
15203,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven & Inverter Deep Freezer,1642.3
44873,LED Tube Light & Washing Machine,386.9
45387,LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1573.5
41761,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1261.9
34329,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2720.7
41645,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,382.4
9815,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron,1353.4
29049,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1762.9
45449,LED Tube Light & Washing Machine & Microwave Oven,1383.9
17156,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1521.4
26673,Iron & LED TV & Microwave Oven,2078.9
33097,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1355.0
10524,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1721.5
